individual,date,treatment,replicate,censored,time
2383,10/31/22,216,3,0,72
2384,10/31/22,216,3,0,72
2385,10/31/22,216,3,0,72
2386,10/31/22,216,3,0,72
2387,10/31/22,216,3,0,72
2388,10/31/22,216,3,0,72
2389,10/10/22,220,1,1,24
2390,10/10/22,220,1,1,24
2391,10/10/22,220,1,1,24
2392,10/10/22,220,1,1,24
2393,10/10/22,220,1,1,24
2394,10/10/22,220,1,1,24
2395,10/10/22,220,1,1,24
2396,10/10/22,220,1,1,24
2397,10/10/22,220,1,1,24
2398,10/10/22,220,1,1,24
2399,10/10/22,220,1,1,24
2400,10/10/22,220,1,1,24
2401,10/10/22,220,1,1,24
2402,10/10/22,220,1,1,24
2403,10/10/22,220,1,1,24
2404,10/10/22,220,1,1,24
2405,10/10/22,220,1,1,24
2406,10/10/22,220,1,1,24
2407,10/10/22,220,1,1,24
2408,10/10/22,220,1,1,24
2409,10/10/22,220,1,1,24
2410,10/10/22,220,1,1,24
2411,10/10/22,220,1,1,24
2412,10/10/22,220,1,1,24
2413,10/10/22,220,1,1,24
2414,10/10/22,220,1,1,24
2415,10/10/22,220,1,1,24
2416,10/10/22,220,1,1,24
2417,10/10/22,220,1,1,24
2418,10/10/22,220,1,1,24
2419,10/10/22,220,1,1,24
2420,10/10/22,220,1,1,24
2421,10/10/22,220,1,1,24
2422,10/10/22,220,1,1,24
2423,10/10/22,220,1,1,24
2424,10/10/22,220,1,1,24
2425,10/10/22,220,1,1,24
2426,10/10/22,220,1,1,24
2427,10/10/22,220,1,1,24
2428,10/10/22,220,1,1,24
2429,10/10/22,220,1,1,24
2430,10/10/22,220,1,1,24
2431,10/10/22,220,1,1,24
2432,10/10/22,220,1,1,24
2433,10/10/22,220,1,1,24
2434,10/10/22,220,1,1,24
2435,10/10/22,220,1,1,24
2436,10/10/22,220,1,1,24
2437,10/10/22,220,1,1,24
2438,10/10/22,220,1,1,24
2439,10/10/22,220,1,1,24
2440,10/10/22,220,1,1,24
2441,10/10/22,220,1,1,24
2442,10/10/22,220,1,1,24
2443,10/10/22,220,1,1,24
2444,10/10/22,220,1,1,24
2445,10/10/22,220,1,1,24
2446,10/10/22,220,1,1,24
2447,10/10/22,220,1,1,24
2448,10/10/22,220,1,1,24
2449,10/10/22,220,1,1,24
2450,10/10/22,220,1,1,24
2451,10/10/22,220,1,1,24
2452,10/10/22,220,1,1,24
2453,10/10/22,220,1,1,24
2454,10/10/22,220,1,1,24
2455,10/10/22,220,1,1,24
2456,10/10/22,220,1,1,48
2457,10/10/22,220,1,1,48
2458,10/10/22,220,1,1,48
2459,10/10/22,220,1,1,48
2460,10/10/22,220,1,1,48
2461,10/10/22,220,1,1,48
2462,10/10/22,220,1,1,48
2463,10/10/22,220,1,1,48
2464,10/10/22,220,1,1,72
2465,10/10/22,220,1,0,72
2466,10/10/22,220,1,0,72
2467,10/10/22,220,1,0,72
2468,10/10/22,220,1,0,72
2469,10/10/22,220,1,0,72
2470,10/10/22,220,1,0,72
2471,10/10/22,220,1,0,72
2472,10/10/22,220,1,0,72
2473,10/10/22,220,1,0,72
2474,10/10/22,220,1,0,72
2475,10/10/22,220,1,0,72
2476,10/10/22,220,1,0,72
2477,10/10/22,220,1,0,72
2478,10/10/22,220,1,0,72
2479,10/10/22,220,1,0,72
2480,10/10/22,220,1,0,72
2481,10/10/22,220,1,0,72
2482,10/10/22,220,1,0,72
2483,10/10/22,220,1,0,72
2484,10/10/22,220,1,0,72
2485,10/10/22,220,1,0,72
2486,10/10/22,220,1,0,72
2487,10/10/22,220,1,0,72
2488,10/17/22,220,2,1,24
2489,10/17/22,220,2,1,24
2490,10/17/22,220,2,1,24
2491,10/17/22,220,2,1,24
2492,10/17/22,220,2,1,24
2493,10/17/22,220,2,1,24
2494,10/17/22,220,2,1,24
2495,10/17/22,220,2,1,24
2496,10/17/22,220,2,1,24
2497,10/17/22,220,2,1,24
2498,10/17/22,220,2,1,24
2499,10/17/22,220,2,1,24
2500,10/17/22,220,2,1,24
2501,10/17/22,220,2,1,24
2502,10/17/22,220,2,1,24
2503,10/17/22,220,2,1,24
2504,10/17/22,220,2,1,24
2505,10/17/22,220,2,1,24
2506,10/17/22,220,2,1,24
2507,10/17/22,220,2,1,24
2508,10/17/22,220,2,1,24
2509,10/17/22,220,2,1,24
2510,10/17/22,220,2,1,24
2511,10/17/22,220,2,1,24
2512,10/17/22,220,2,1,24
2513,10/17/22,220,2,1,24
2514,10/17/22,220,2,1,24
2515,10/17/22,220,2,1,24
2516,10/17/22,220,2,1,24
2517,10/17/22,220,2,1,24
2518,10/17/22,220,2,1,24
2519,10/17/22,220,2,1,24
2520,10/17/22,220,2,1,24
2521,10/17/22,220,2,1,24
2522,10/17/22,220,2,1,24
2523,10/17/22,220,2,1,24
2524,10/17/22,220,2,1,24
2525,10/17/22,220,2,1,24
2526,10/17/22,220,2,1,24
2527,10/17/22,220,2,1,24
2528,10/17/22,220,2,1,24
2529,10/17/22,220,2,1,24
2530,10/17/22,220,2,1,24
2531,10/17/22,220,2,1,24
2532,10/17/22,220,2,1,24
2533,10/17/22,220,2,1,24
2534,10/17/22,220,2,1,24
2535,10/17/22,220,2,1,24
2536,10/17/22,220,2,1,24
2537,10/17/22,220,2,1,24
2538,10/17/22,220,2,1,24
2539,10/17/22,220,2,1,24
2540,10/17/22,220,2,1,24
2541,10/17/22,220,2,1,24
2542,10/17/22,220,2,1,24
2543,10/17/22,220,2,1,24
2544,10/17/22,220,2,1,24
2545,10/17/22,220,2,1,24
2546,10/17/22,220,2,1,24
2547,10/17/22,220,2,1,24
2548,10/17/22,220,2,1,24
2549,10/17/22,220,2,1,24
2550,10/17/22,220,2,1,24
2551,10/17/22,220,2,1,24
2552,10/17/22,220,2,1,24
2553,10/17/22,220,2,1,24
2554,10/17/22,220,2,1,24
2555,10/17/22,220,2,1,24
2556,10/17/22,220,2,1,24
2557,10/17/22,220,2,1,24
2558,10/17/22,220,2,1,24
2559,10/17/22,220,2,1,24
2560,10/17/22,220,2,1,24
2561,10/17/22,220,2,1,24
2562,10/17/22,220,2,1,24
2563,10/17/22,220,2,1,24
2564,10/17/22,220,2,1,24
2565,10/17/22,220,2,1,24
2566,10/17/22,220,2,1,24
2567,10/17/22,220,2,1,24
2568,10/17/22,220,2,1,48
2569,10/17/22,220,2,1,48
2570,10/17/22,220,2,1,48
2571,10/17/22,220,2,1,48
2572,10/17/22,220,2,1,48
2573,10/17/22,220,2,1,48
2574,10/17/22,220,2,1,48
2575,10/17/22,220,2,1,48
2576,10/17/22,220,2,1,48
2577,10/17/22,220,2,1,48
2578,10/17/22,220,2,1,72
2579,10/17/22,220,2,1,72
2580,10/17/22,220,2,1,72
2581,10/17/22,220,2,0,72
2582,10/17/22,220,2,0,72
2583,10/17/22,220,2,0,72
2584,10/17/22,220,2,0,72
2585,10/17/22,220,2,0,72
2586,10/31/22,220,3,1,24
2587,10/31/22,220,3,1,24
2588,10/31/22,220,3,1,24
2589,10/31/22,220,3,1,24
2590,10/31/22,220,3,1,24
2591,10/31/22,220,3,1,24
2592,10/31/22,220,3,1,24
2593,10/31/22,220,3,1,24
2594,10/31/22,220,3,1,24
2595,10/31/22,220,3,1,24
2596,10/31/22,220,3,1,24
2597,10/31/22,220,3,1,24
2598,10/31/22,220,3,1,24
2599,10/31/22,220,3,1,24
2600,10/31/22,220,3,1,24
2601,10/31/22,220,3,1,24
2602,10/31/22,220,3,1,24
2603,10/31/22,220,3,1,24
2604,10/31/22,220,3,1,24
2605,10/31/22,220,3,1,24
2606,10/31/22,220,3,1,24
2607,10/31/22,220,3,1,24
2608,10/31/22,220,3,1,24
2609,10/31/22,220,3,1,24
2610,10/31/22,220,3,1,24
2611,10/31/22,220,3,1,24
2612,10/31/22,220,3,1,24
2613,10/31/22,220,3,1,24
2614,10/31/22,220,3,1,24
2615,10/31/22,220,3,1,24
2616,10/31/22,220,3,1,24
2617,10/31/22,220,3,1,24
2618,10/31/22,220,3,1,24
2619,10/31/22,220,3,1,24
2620,10/31/22,220,3,1,24
2621,10/31/22,220,3,1,24
2622,10/31/22,220,3,1,24
2623,10/31/22,220,3,1,24
2624,10/31/22,220,3,1,24
2625,10/31/22,220,3,1,24
2626,10/31/22,220,3,1,24
2627,10/31/22,220,3,1,24
2628,10/31/22,220,3,1,24
2629,10/31/22,220,3,1,24
2630,10/31/22,220,3,1,24
2631,10/31/22,220,3,1,48
2632,10/31/22,220,3,1,48
2633,10/31/22,220,3,1,48
2634,10/31/22,220,3,1,48
2635,10/31/22,220,3,1,48
2636,10/31/22,220,3,1,48
2637,10/31/22,220,3,1,48
2638,10/31/22,220,3,1,48
2639,10/31/22,220,3,1,48
2640,10/31/22,220,3,1,48
2641,10/31/22,220,3,1,48
2642,10/31/22,220,3,1,48
2643,10/31/22,220,3,1,48
2644,10/31/22,220,3,1,48
2645,10/31/22,220,3,1,48
2646,10/31/22,220,3,1,48
2647,10/31/22,220,3,1,48
2648,10/31/22,220,3,1,48
2649,10/31/22,220,3,1,48
2650,10/31/22,220,3,1,48
2651,10/31/22,220,3,1,48
2652,10/31/22,220,3,1,48
2653,10/31/22,220,3,1,48
2654,10/31/22,220,3,1,48
2655,10/31/22,220,3,1,48
2656,10/31/22,220,3,1,48
2657,10/31/22,220,3,1,48
2658,10/31/22,220,3,1,48
2659,10/31/22,220,3,1,48
2660,10/31/22,220,3,1,72
2661,10/31/22,220,3,1,72
2662,10/31/22,220,3,0,72
2663,10/31/22,220,3,0,72
2664,10/31/22,220,3,0,72
2665,10/31/22,220,3,0,72
2666,10/31/22,220,3,0,72
2667,10/31/22,220,3,0,72
2668,10/31/22,220,3,0,72
2669,10/31/22,220,3,0,72
2670,10/31/22,220,3,0,72
2671,10/31/22,220,3,0,72
2672,10/31/22,220,3,0,72
2673,10/31/22,220,3,0,72
2674,10/31/22,220,3,0,72
2675,10/31/22,220,3,0,72
2676,10/31/22,220,3,0,72
2677,10/31/22,220,3,0,72
2678,10/31/22,220,3,0,72
2679,10/31/22,220,3,0,72
2680,10/31/22,220,3,0,72
2681,10/31/22,220,3,0,72
2682,10/31/22,220,3,0,72
2683,10/31/22,220,3,0,72
2684,10/31/22,220,3,0,72
2685,8/1/22,221,1,1,24
2686,8/1/22,221,1,1,24
2687,8/1/22,221,1,1,24
2688,8/1/22,221,1,1,24
2689,8/1/22,221,1,1,24
2690,8/1/22,221,1,1,24
2691,8/1/22,221,1,1,24
2692,8/1/22,221,1,1,24
2693,8/1/22,221,1,1,24
2694,8/1/22,221,1,1,24
2695,8/1/22,221,1,1,24
2696,8/1/22,221,1,1,24
2697,8/1/22,221,1,1,24
2698,8/1/22,221,1,1,24
2699,8/1/22,221,1,1,24
2700,8/1/22,221,1,1,24
2701,8/1/22,221,1,1,48
2702,8/1/22,221,1,1,48
2703,8/1/22,221,1,1,48
2704,8/1/22,221,1,1,48
2705,8/1/22,221,1,1,48
2706,8/1/22,221,1,1,48
2707,8/1/22,221,1,1,48
2708,8/1/22,221,1,1,48
2709,8/1/22,221,1,1,48
2710,8/1/22,221,1,1,48
2711,8/1/22,221,1,1,48
2712,8/1/22,221,1,1,48
2713,8/1/22,221,1,1,48
2714,8/1/22,221,1,1,48
2715,8/1/22,221,1,1,48
2716,8/1/22,221,1,1,48
2717,8/1/22,221,1,1,48
2718,8/1/22,221,1,1,48
2719,8/1/22,221,1,1,48
2720,8/1/22,221,1,1,48
2721,8/1/22,221,1,1,48
2722,8/1/22,221,1,1,48
2723,8/1/22,221,1,1,48
2724,8/1/22,221,1,1,48
2725,8/1/22,221,1,1,48
2726,8/1/22,221,1,1,48
2727,8/1/22,221,1,1,48
2728,8/1/22,221,1,1,48
2729,8/1/22,221,1,1,48
2730,8/1/22,221,1,1,48
2731,8/1/22,221,1,1,48
2732,8/1/22,221,1,1,48
2733,8/1/22,221,1,1,48
2734,8/1/22,221,1,1,48
2735,8/1/22,221,1,1,48
2736,8/1/22,221,1,1,48
2737,8/1/22,221,1,1,48
2738,8/1/22,221,1,1,48
2739,8/1/22,221,1,1,48
2740,8/1/22,221,1,1,48
2741,8/1/22,221,1,1,48
2742,8/1/22,221,1,1,48
2743,8/1/22,221,1,1,48
2744,8/1/22,221,1,1,48
2745,8/1/22,221,1,1,48
2746,8/1/22,221,1,1,48
2747,8/1/22,221,1,1,48
2748,8/1/22,221,1,1,48
2749,8/1/22,221,1,1,72
2750,8/1/22,221,1,1,72
2751,8/1/22,221,1,1,72
2752,8/1/22,221,1,1,72
2753,8/1/22,221,1,1,72
2754,8/1/22,221,1,1,72
2755,8/1/22,221,1,1,72
2756,8/1/22,221,1,1,72
2757,8/1/22,221,1,1,72
2758,8/1/22,221,1,1,72
2759,8/1/22,221,1,1,72
2760,8/1/22,221,1,1,72
2761,8/1/22,221,1,1,72
2762,8/1/22,221,1,1,72
2763,8/1/22,221,1,1,72
2764,8/1/22,221,1,1,72
2765,8/1/22,221,1,1,72
2766,8/1/22,221,1,1,72
2767,8/1/22,221,1,1,72
2768,8/1/22,221,1,1,72
2769,8/1/22,221,1,1,72
2770,8/1/22,221,1,1,72
2771,8/1/22,221,1,1,72
2772,8/1/22,221,1,1,72
2773,8/1/22,221,1,1,72
2774,8/1/22,221,1,1,72
2775,8/1/22,221,1,0,72
2776,8/1/22,221,1,0,72
2777,8/1/22,221,1,0,72
2778,8/1/22,221,1,0,72
2779,8/1/22,221,1,0,72
2780,8/1/22,221,1,0,72
2781,8/1/22,221,1,0,72
2782,8/1/22,221,1,0,72
2783,8/8/22,221,2,1,24
2784,8/8/22,221,2,1,24
2785,8/8/22,221,2,1,24
2786,8/8/22,221,2,1,24
2787,8/8/22,221,2,1,24
2788,8/8/22,221,2,1,24
2789,8/8/22,221,2,1,24
2790,8/8/22,221,2,1,24
2791,8/8/22,221,2,1,24
2792,8/8/22,221,2,1,24
2793,8/8/22,221,2,1,24
2794,8/8/22,221,2,1,24
2795,8/8/22,221,2,1,24
2796,8/8/22,221,2,1,24
2797,8/8/22,221,2,1,24
2798,8/8/22,221,2,1,24
2799,8/8/22,221,2,1,24
2800,8/8/22,221,2,1,24
2801,8/8/22,221,2,1,24
2802,8/8/22,221,2,1,24
2803,8/8/22,221,2,1,24
2804,8/8/22,221,2,1,24
2805,8/8/22,221,2,1,24
2806,8/8/22,221,2,1,24
2807,8/8/22,221,2,1,24
2808,8/8/22,221,2,1,24
2809,8/8/22,221,2,1,24
2810,8/8/22,221,2,1,24
2811,8/8/22,221,2,1,24
2812,8/8/22,221,2,1,24
2813,8/8/22,221,2,1,24
2814,8/8/22,221,2,1,24
2815,8/8/22,221,2,1,24
2816,8/8/22,221,2,1,24
2817,8/8/22,221,2,1,48
2818,8/8/22,221,2,1,48
2819,8/8/22,221,2,1,48
2820,8/8/22,221,2,1,48
2821,8/8/22,221,2,1,48
2822,8/8/22,221,2,1,48
2823,8/8/22,221,2,1,48
2824,8/8/22,221,2,1,48
2825,8/8/22,221,2,1,48
2826,8/8/22,221,2,1,48
2827,8/8/22,221,2,1,48
2828,8/8/22,221,2,1,48
2829,8/8/22,221,2,1,48
2830,8/8/22,221,2,1,48
2831,8/8/22,221,2,1,48
2832,8/8/22,221,2,1,48
2833,8/8/22,221,2,1,48
2834,8/8/22,221,2,1,48
2835,8/8/22,221,2,1,48
2836,8/8/22,221,2,1,48
2837,8/8/22,221,2,1,48
2838,8/8/22,221,2,1,48
2839,8/8/22,221,2,1,48
2840,8/8/22,221,2,1,48
2841,8/8/22,221,2,1,48
2842,8/8/22,221,2,1,48
2843,8/8/22,221,2,1,72
2844,8/8/22,221,2,1,72
2845,8/8/22,221,2,1,72
2846,8/8/22,221,2,1,72
2847,8/8/22,221,2,0,72
2848,8/8/22,221,2,0,72
2849,8/8/22,221,2,0,72
2850,8/8/22,221,2,0,72
2851,8/8/22,221,2,0,72
2852,8/15/22,221,3,1,24
2853,8/15/22,221,3,1,24
2854,8/15/22,221,3,1,24
2855,8/15/22,221,3,1,24
2856,8/15/22,221,3,1,24
2857,8/15/22,221,3,1,24
2858,8/15/22,221,3,1,24
2859,8/15/22,221,3,1,24
2860,8/15/22,221,3,1,24
2861,8/15/22,221,3,1,24
2862,8/15/22,221,3,1,24
2863,8/15/22,221,3,1,24
2864,8/15/22,221,3,1,24
2865,8/15/22,221,3,1,24
2866,8/15/22,221,3,1,24
2867,8/15/22,221,3,1,24
2868,8/15/22,221,3,1,24
2869,8/15/22,221,3,1,24
2870,8/15/22,221,3,1,24
2871,8/15/22,221,3,1,24
2872,8/15/22,221,3,1,24
2873,8/15/22,221,3,1,24
2874,8/15/22,221,3,1,24
2875,8/15/22,221,3,1,24
2876,8/15/22,221,3,1,24
2877,8/15/22,221,3,1,24
2878,8/15/22,221,3,1,24
2879,8/15/22,221,3,1,24
2880,8/15/22,221,3,1,24
2881,8/15/22,221,3,1,24
2882,8/15/22,221,3,1,24
2883,8/15/22,221,3,1,24
2884,8/15/22,221,3,1,24
2885,8/15/22,221,3,1,24
2886,8/15/22,221,3,1,24
2887,8/15/22,221,3,1,24
2888,8/15/22,221,3,1,24
2889,8/15/22,221,3,1,24
2890,8/15/22,221,3,1,24
2891,8/15/22,221,3,1,24
2892,8/15/22,221,3,1,24
2893,8/15/22,221,3,1,24
2894,8/15/22,221,3,1,48
2895,8/15/22,221,3,1,48
2896,8/15/22,221,3,1,48
2897,8/15/22,221,3,1,48
2898,8/15/22,221,3,1,48
2899,8/15/22,221,3,1,48
2900,8/15/22,221,3,1,48
2901,8/15/22,221,3,1,48
2902,8/15/22,221,3,1,48
2903,8/15/22,221,3,1,48
2904,8/15/22,221,3,1,48
2905,8/15/22,221,3,1,48
2906,8/15/22,221,3,1,48
2907,8/15/22,221,3,1,48
2908,8/15/22,221,3,1,48
2909,8/15/22,221,3,1,48
2910,8/15/22,221,3,1,48
2911,8/15/22,221,3,1,48
2912,8/15/22,221,3,1,48
2913,8/15/22,221,3,1,48
2914,8/15/22,221,3,1,48
2915,8/15/22,221,3,1,48
2916,8/15/22,221,3,1,48
2917,8/15/22,221,3,1,48
2918,8/15/22,221,3,1,48
2919,8/15/22,221,3,1,48
2920,8/15/22,221,3,1,48
2921,8/15/22,221,3,1,48
2922,8/15/22,221,3,1,48
2923,8/15/22,221,3,1,48
2924,8/15/22,221,3,1,48
2925,8/15/22,221,3,1,48
2926,8/15/22,221,3,1,48
2927,8/15/22,221,3,1,48
2928,8/15/22,221,3,1,48
2929,8/15/22,221,3,1,48
2930,8/15/22,221,3,1,48
2931,8/15/22,221,3,1,48
2932,8/15/22,221,3,1,48
2933,8/15/22,221,3,1,48
2934,8/15/22,221,3,1,48
2935,8/15/22,221,3,1,48
2936,8/15/22,221,3,1,48
2937,8/15/22,221,3,1,72
2938,8/15/22,221,3,1,72
2939,8/15/22,221,3,1,72
2940,8/15/22,221,3,0,72
2941,8/15/22,221,3,0,72
2942,8/15/22,221,3,0,72
2943,8/15/22,221,3,0,72
2944,8/15/22,221,3,0,72
2945,8/15/22,221,3,0,72
2946,8/15/22,221,3,0,72
2947,8/15/22,221,3,0,72
2948,8/15/22,221,3,0,72
2949,8/15/22,221,3,0,72
2950,8/15/22,221,3,0,72
2951,8/15/22,221,3,0,72
2952,8/1/22,228,1,1,24
2953,8/1/22,228,1,1,24
2954,8/1/22,228,1,1,24
2955,8/1/22,228,1,1,24
2956,8/1/22,228,1,1,24
2957,8/1/22,228,1,1,24
2958,8/1/22,228,1,1,24
2959,8/1/22,228,1,1,24
2960,8/1/22,228,1,1,24
2961,8/1/22,228,1,1,24
2962,8/1/22,228,1,1,24
2963,8/1/22,228,1,1,24
2964,8/1/22,228,1,1,24
2965,8/1/22,228,1,1,24
2966,8/1/22,228,1,1,24
2967,8/1/22,228,1,1,24
2968,8/1/22,228,1,1,24
2969,8/1/22,228,1,1,24
2970,8/1/22,228,1,1,24
2971,8/1/22,228,1,1,24
2972,8/1/22,228,1,1,24
2973,8/1/22,228,1,1,24
2974,8/1/22,228,1,1,24
2975,8/1/22,228,1,1,24
2976,8/1/22,228,1,1,24
2977,8/1/22,228,1,1,24
2978,8/1/22,228,1,1,24
2979,8/1/22,228,1,1,24
2980,8/1/22,228,1,1,24
2981,8/1/22,228,1,1,24
2982,8/1/22,228,1,1,48
2983,8/1/22,228,1,1,48
2984,8/1/22,228,1,1,48
2985,8/1/22,228,1,1,48
2986,8/1/22,228,1,1,48
2987,8/1/22,228,1,1,48
2988,8/1/22,228,1,1,48
2989,8/1/22,228,1,1,48
2990,8/1/22,228,1,1,48
2991,8/1/22,228,1,1,48
2992,8/1/22,228,1,1,48
2993,8/1/22,228,1,1,48
2994,8/1/22,228,1,1,48
2995,8/1/22,228,1,1,48
2996,8/1/22,228,1,1,48
2997,8/1/22,228,1,1,48
2998,8/1/22,228,1,1,48
2999,8/1/22,228,1,1,48
3000,8/1/22,228,1,1,48
3001,8/1/22,228,1,1,48
3002,8/1/22,228,1,1,48
3003,8/1/22,228,1,1,48
3004,8/1/22,228,1,1,48
3005,8/1/22,228,1,1,48
3006,8/1/22,228,1,1,48
3007,8/1/22,228,1,1,48
3008,8/1/22,228,1,1,48
3009,8/1/22,228,1,1,48
3010,8/1/22,228,1,1,48
3011,8/1/22,228,1,1,48
3012,8/1/22,228,1,1,48
3013,8/1/22,228,1,1,48
3014,8/1/22,228,1,1,48
3015,8/1/22,228,1,1,48
3016,8/1/22,228,1,1,48
3017,8/1/22,228,1,1,48
3018,8/1/22,228,1,1,48
3019,8/1/22,228,1,1,48
3020,8/1/22,228,1,1,48
3021,8/1/22,228,1,1,48
3022,8/1/22,228,1,1,48
3023,8/1/22,228,1,1,48
3024,8/1/22,228,1,1,48
3025,8/1/22,228,1,1,48
3026,8/1/22,228,1,1,48
3027,8/1/22,228,1,1,72
3028,8/1/22,228,1,1,72
3029,8/1/22,228,1,1,72
3030,8/1/22,228,1,1,72
3031,8/1/22,228,1,1,72
3032,8/1/22,228,1,1,72
3033,8/1/22,228,1,1,72
3034,8/1/22,228,1,1,72
3035,8/1/22,228,1,0,72
3036,8/1/22,228,1,0,72
3037,8/1/22,228,1,0,72
3038,8/1/22,228,1,0,72
3039,8/1/22,228,1,0,72
3040,8/1/22,228,1,0,72
3041,8/1/22,228,1,0,72
3042,8/1/22,228,1,0,72
3043,8/1/22,228,1,0,72
3044,8/1/22,228,1,0,72
3045,8/1/22,228,1,0,72
3046,8/1/22,228,1,0,72
3047,8/1/22,228,1,0,72
3048,8/1/22,228,1,0,72
3049,8/1/22,228,1,0,72
3050,8/1/22,228,1,0,72
3051,8/1/22,228,1,0,72
3052,8/8/22,228,2,1,24
3053,8/8/22,228,2,1,24
3054,8/8/22,228,2,1,24
3055,8/8/22,228,2,1,24
3056,8/8/22,228,2,1,24
3057,8/8/22,228,2,1,24
3058,8/8/22,228,2,1,24
3059,8/8/22,228,2,1,24
3060,8/8/22,228,2,1,24
3061,8/8/22,228,2,1,24
3062,8/8/22,228,2,1,24
3063,8/8/22,228,2,1,24
3064,8/8/22,228,2,1,24
3065,8/8/22,228,2,1,24
3066,8/8/22,228,2,1,24
3067,8/8/22,228,2,1,24
3068,8/8/22,228,2,1,24
3069,8/8/22,228,2,1,24
3070,8/8/22,228,2,1,24
3071,8/8/22,228,2,1,24
3072,8/8/22,228,2,1,24
3073,8/8/22,228,2,1,24
3074,8/8/22,228,2,1,48
3075,8/8/22,228,2,1,48
3076,8/8/22,228,2,1,48
3077,8/8/22,228,2,1,48
3078,8/8/22,228,2,1,48
3079,8/8/22,228,2,1,48
3080,8/8/22,228,2,1,48
3081,8/8/22,228,2,1,48
3082,8/8/22,228,2,1,48
3083,8/8/22,228,2,1,48
3084,8/8/22,228,2,1,48
3085,8/8/22,228,2,1,48
3086,8/8/22,228,2,1,48
3087,8/8/22,228,2,1,48
3088,8/8/22,228,2,1,48
3089,8/8/22,228,2,1,48
3090,8/8/22,228,2,1,48
3091,8/8/22,228,2,1,48
3092,8/8/22,228,2,1,48
3093,8/8/22,228,2,1,48
3094,8/8/22,228,2,1,48
3095,8/8/22,228,2,1,48
3096,8/8/22,228,2,1,48
3097,8/8/22,228,2,1,48
3098,8/8/22,228,2,1,48
3099,8/8/22,228,2,1,48
3100,8/8/22,228,2,1,48
3101,8/8/22,228,2,1,48
3102,8/8/22,228,2,1,48
3103,8/8/22,228,2,1,48
3104,8/8/22,228,2,1,48
3105,8/8/22,228,2,1,48
3106,8/8/22,228,2,1,48
3107,8/8/22,228,2,1,48
3108,8/8/22,228,2,1,72
3109,8/8/22,228,2,1,72
3110,8/8/22,228,2,1,72
3111,8/8/22,228,2,1,72
3112,8/8/22,228,2,0,72
3113,8/8/22,228,2,0,72
3114,8/8/22,228,2,0,72
3115,8/8/22,228,2,0,72
3116,8/8/22,228,2,0,72
3117,8/8/22,228,2,0,72
3118,8/8/22,228,2,0,72
3119,8/8/22,228,2,0,72
3120,8/8/22,228,2,0,72
3121,8/15/22,228,3,1,24
3122,8/15/22,228,3,1,24
3123,8/15/22,228,3,1,24
3124,8/15/22,228,3,1,24
3125,8/15/22,228,3,1,24
3126,8/15/22,228,3,1,24
3127,8/15/22,228,3,1,24
3128,8/15/22,228,3,1,24
3129,8/15/22,228,3,1,24
3130,8/15/22,228,3,1,24
3131,8/15/22,228,3,1,24
3132,8/15/22,228,3,1,24
3133,8/15/22,228,3,1,24
3134,8/15/22,228,3,1,24
3135,8/15/22,228,3,1,24
3136,8/15/22,228,3,1,24
3137,8/15/22,228,3,1,24
3138,8/15/22,228,3,1,24
3139,8/15/22,228,3,1,24
3140,8/15/22,228,3,1,24
3141,8/15/22,228,3,1,24
3142,8/15/22,228,3,1,24
3143,8/15/22,228,3,1,24
3144,8/15/22,228,3,1,24
3145,8/15/22,228,3,1,24
3146,8/15/22,228,3,1,24
3147,8/15/22,228,3,1,24
3148,8/15/22,228,3,1,24
3149,8/15/22,228,3,1,24
3150,8/15/22,228,3,1,24
3151,8/15/22,228,3,1,24
3152,8/15/22,228,3,1,24
3153,8/15/22,228,3,1,24
3154,8/15/22,228,3,1,24
3155,8/15/22,228,3,1,24
3156,8/15/22,228,3,1,24
3157,8/15/22,228,3,1,24
3158,8/15/22,228,3,1,24
3159,8/15/22,228,3,1,24
3160,8/15/22,228,3,1,24
3161,8/15/22,228,3,1,48
3162,8/15/22,228,3,1,48
3163,8/15/22,228,3,1,48
3164,8/15/22,228,3,1,48
3165,8/15/22,228,3,1,48
3166,8/15/22,228,3,1,48
3167,8/15/22,228,3,1,48
3168,8/15/22,228,3,1,48
3169,8/15/22,228,3,1,48
3170,8/15/22,228,3,1,48
3171,8/15/22,228,3,1,48
3172,8/15/22,228,3,1,48
3173,8/15/22,228,3,1,48
3174,8/15/22,228,3,1,48
3175,8/15/22,228,3,1,48
3176,8/15/22,228,3,1,48
3177,8/15/22,228,3,1,48
3178,8/15/22,228,3,1,48
3179,8/15/22,228,3,1,48
3180,8/15/22,228,3,1,48
3181,8/15/22,228,3,1,48
3182,8/15/22,228,3,1,48
3183,8/15/22,228,3,1,48
3184,8/15/22,228,3,1,48
3185,8/15/22,228,3,1,48
3186,8/15/22,228,3,1,48
3187,8/15/22,228,3,1,48
3188,8/15/22,228,3,1,48
3189,8/15/22,228,3,1,48
3190,8/15/22,228,3,1,48
3191,8/15/22,228,3,1,48
3192,8/15/22,228,3,1,48
3193,8/15/22,228,3,1,48
3194,8/15/22,228,3,1,48
3195,8/15/22,228,3,1,48
3196,8/15/22,228,3,1,48
3197,8/15/22,228,3,1,48
3198,8/15/22,228,3,1,48
3199,8/15/22,228,3,1,48
3200,8/15/22,228,3,1,48
3201,8/15/22,228,3,1,48
3202,8/15/22,228,3,1,48
3203,8/15/22,228,3,1,48
3204,8/15/22,228,3,1,48
